㓦划	㓦劃
链反应	鏈反応
链坠	錬墜
链套	鏈套
链子	鏈子
链式	鏈式
链式反应	鏈式反応
链式裂变反应	鏈式裂変反応
链形	錬形
链扣	鏈釦
链接	鏈接
链条	鏈条
链椎	鏈椎
链烃	鏈烴
链环	鏈環
链球	鏈球
链球菌	鏈球菌
链甲	錬甲
链罩	鏈罩
链表	鏈表
链路	鏈路
链路层	鏈路層
链轨	鏈軌
链轮	鏈輪
链钳子	鏈鉗子
链锁	鏈鎖
链锁反应	鏈鎖反応
链锯	鏈鋸
链霉素	鏈黴素
销了	銷了
销出	銷出
销售价格	銷售価格
销售时点情报系统	銷售時点情報系統
销回	銷回
销回去	銷回去
销回来	銷回来
销志	銷志
销毁	銷燬
销货折扣	銷貨折扣
锁扣	鎖釦
锁柜	鎖櫃
锁链	鎖鏈
锄奸	鋤奸
锄铲	鋤鏟
锅伙	鍋伙
锅台	鍋台
锅庄	鍋荘
锅烟	鍋煙
锅烟子	鍋煙子
锅铲	鍋鏟
锆合金	鋯合金
锈病	鏽病
锈菌	鏽菌
锈蚀	鏽蝕
锋出	鋒出
锋发韵流	鋒発韻流
锋芒所向	鋒芒所向
锋面	鋒面
锋面雨	鋒面雨
锌板	鋅板
锐不可当	銳不可当
锐志	銳志
锐未可当	銳未可当
锕系元素	錒系元素
错不了	錯不了
错了	錯了
错了又错	錯了又錯
错别字	錯別字
错化合物	錯化合物
错彩镂金	錯彩鏤金
错综复杂	錯綜複雑
错落有致	錯落有致
错觉结合	錯覚結合
错觉结合的词	錯覚結合的詞
错误百出	錯誤百出
错误的结合	錯誤的結合
锚杆	錨杆
锚虫	錨虫
锚链	錨鏈
锚链孔	錨鏈孔
锡克拜	錫克拝
锡克教	錫克教
锡克族	錫克族
锡当河	錫当河
锡杯	錫杯
锤儿	錘児
锤头	錘頭
锤子	錘子
锤炼	錘錬
锥虫病	錐虫病
锥面	錐面
锦囊佳制	錦囊佳製
锦回文	錦迴文
锦熏笼	錦熏籠
锦绣	錦繍
锦绣花园	錦繍花園
锦胡同	錦衚衕
锯了	鋸了
锯了嘴的葫芦	鋸了嘴的葫芦
锯出	鋸出
锯木厂	鋸木廠
锲而不舍	鍥而不捨
锹形虫	鍬形虫
锺万梅	鍾万梅
锺重发	鍾重発
锺馗	鍾馗
锻炼	鍛錬
锻炼出	鍛煉出
锻炼身体	鍛錬身体
镁合金	鎂合金
镂冰雕朽	鏤冰雕朽
镂彩摛文	鏤彩摛文
镂月裁云	鏤月裁雲
镂金错采	鏤金錯采
镇台	鎮台
镇宁布依族苗族自治县	鎮寧布依族苗族自治県
镇定药	鎮定薬
镇痛药	鎮痛薬
镇荣里	鎮栄里
镇静药	鎮静薬
镍合金	鎳合金
镕岩	鎔岩
镜台	鏡台
镜框舞台	鏡框舞台
镜里孤鸾	鏡裏孤鸞
镜鉴	鏡鑑
镜面	鏡面
镜面呢	鏡面呢
镧系元素	鑭系元素
镭射印表机	鐳射印表機
镰仓	鎌倉
镰形血球贫血症	鐮形血球貧血症
镰状细胞血症	鐮状細胞血症
镶了	鑲了
镶板	鑲板
长丰	長豊
长丰县	長豊県
长了	長了
长于	長於
长他人志气灭自己威风	長他人志気滅自己威風
长几	長几
长出	長出
长出来	長出来
长卷	長巻
长历	長暦
长发	長髪
长发屯	長発屯
长发镇	長発鎮
长叹	長嘆
长吁	長吁
长吁短叹	長吁短嘆
长君之恶	長君之悪
长头布	長頭布
长寿烟	長寿煙
长寿面	長寿麺
长干巷	長干巷
长干曲	長干曲
长征	長征
长征军	長征軍
长恶不悛	長悪不悛
长才	長才
长春师范学院	長春師範学院
长期借款	長期借款
长板	長板
长板凳	長板凳
长林丰草	長林豊草
长歌当哭	長歌当哭
长江后浪	長江後浪
长江后浪催前浪一代新人换旧人	長江後浪催前浪一代新人換旧人
长烟	長煙
长烟一空	長煙一空
长生药	長生薬
长程计划	長程計劃
长绳系日	長縄繫日
长绳系景	長縄繫景
长胡	長鬍
长虫	長虫
长谷	長谷
长谷川	長谷川
长辔远御	長轡遠御
长针	長針
长须	長鬚
长须鲸	長鬚鯨
长风万里	長風万里
開發周期	開発週期
门前门后	門前門後
门吊儿	門吊児
门帘	門簾
门当户对	門当戸対
门扣	門扣
门拐	門拐
门斗	門斗
门板	門板
门殚户尽	門殫戸尽
门皁	門皁
门胄	門胄
门里	門裏
门里人	門裏人
门里出身	門裏出身
门里安心	門裏安心
门里门外	門裏門外
门面	門面
门面话	門面話
闪了	閃了
闪出	閃出
闪含语系	閃含語系
闪念	閃念
闪电战术	閃電戦術
闪闪发光	閃閃発光
闫怀礼	閆懐礼
闭一只眼	閉一隻眼
闭卷	閉巻
闭卷考	閉巻考
闭卷考试	閉巻考試
闭合	閉合
闭合电路	閉合電路
闭门家里坐祸从天上来	閉門家裏坐禍従天上来
闭面	閉面
问个	問個
问个问题	問個問題
问了	問了
问出	問出
问卜	問卜
问卷	問巻
问卷大调査	問巻大調査
问卷调査	問巻調査
问卷调査表	問巻調査表
问当	問当
问政于民	問政於民
问舍求田	問舎求田
问道于盲	問道於盲
闯出	闖出
闯出去	闖出去
闯出来	闖出来
闯炼	闖錬
闯荡	闖蕩
闯荡江湖	闖蕩江湖
闯进闯出	闖進闖出
闲下来	閒下来
闲不住	閒不住
闲云孤鹤	閒雲孤鶴
闲云野鹤	閒雲野鶴
闲人免进	閒人免進
闲余	閒余
闲庭信步	閒庭信歩
闲情逸致	閒情逸致
闲情逸趣	閒情逸趣
闲打牙儿	閒打牙児
闲扯淡	閒扯淡
闲是闲非	閒是閒非
闲杂人员	閒雑人員
闲杂人等	閒雑人等
闲来无事	閒来無事
闲淘气	閒淘気
闲游	閒遊
闲理会	閒理会
闲盘儿	閒盤児
闲磕牙	閒磕牙
闲篇儿	閒篇児
闲置不用	閒置不用
闲聊天	閒聊天
闲聒七	閒聒七
闲花野草	閒花野草
闲茶浪酒	閒茶浪酒
闲荡	閒蕩
闲言乱语	閒言乱語
闲言碎语	閒言砕語
闲言长语	閒言長語
闲言闲事	閒言閒事
闲言闲语	閒言閒語
闲话家常	閒話家常
闲话少说	閒話少説
闲适	閒適
闲邪存诚	閒邪存誠
间不容发	間不容髪
间充质干细胞	間充質幹細胞
间出	間出
间别	間別
间叶干	間葉幹
间奏曲	間奏曲
间接证据	間接証拠
间深里	間深裏
间里	間裏
闵凶	閔凶
闵子里	閔子裏
闵采尔	閔采爾
闷出	悶出
闷在心里	悶在心裏
闷板	悶板
闷着头儿干	悶着頭児幹
闷表	悶錶
闸板	閘板
闹个	鬧個
闹了半天鬼	鬧了半天鬼
闹出	鬧出
闹出去	鬧出去
闹出来	鬧出来
闹出笑话	鬧出笑話
闹别扭	鬧彆扭
闹台	鬧台
闹哄	鬧鬨
闹哄哄	鬧哄哄
闹拧了	鬧擰了
闹着玩儿	鬧着玩児
闹表	鬧錶
闹钟	鬧鐘
闹铃时钟	鬧鈴時鐘
闹饥荒	鬧饑荒
闺范	閨範
闻了	聞了
闻出	聞出
闻名于世	聞名於世
闻风后	聞風後
闽台	閩台
闽台地区	閩台地区
闾党姻娅	閭党姻婭
闾里	閭里
阀杆	閥杆
阃范	閫範
阅兵台	閲兵台
阅卷	閲巻
阅卷组	閲巻組
阅历	閲歴
阉党	閹党
阎云浚	閻雲浚
阎王好见小鬼难当	閻王好見小鬼難当
阎罗王面前须没放回的鬼	閻羅王面前須没放回的鬼
阐发	闡発
阑尾切除术	闌尾切除術
阑干	闌干
阔别	闊別
阔别多年	闊別多年
阔叶林	闊葉林
阔叶树	闊葉樹
阙里	闕里
阜新蒙古族自治县	阜新蒙古族自治県
阜阳师范学院	阜陽師範学院
队别	隊別
阡表	阡表
阨困	阨困
阮咸	阮咸
防不胜防	防不勝防
防个	防個
防了	防了
防人之口甚于防川	防人之口甚於防川
防修	防修
防制	防制
防制法	防制法
防卫过当	防衛過当
防台	防颱
防守战术	防守戦術
防御	防御
防御力	防御力
防御工事	防御工事
防御性	防御性
防御战	防御戦
防御术	防御術
防御率	防御率
防御率王	防御率王
防御网	防御網
防患于未然	防患於未然
防护团	防護団
防护面具	防護面具
防晒	防曬
防毒斗篷	防毒斗篷
防毒面具	防毒面具
防民之口甚于防川	防民之口甚於防川
防水布	防水布
防水表	防水錶
防滑链	防滑鏈
防火布	防火布
防火系统	防火系統
防疫针	防疫針
防秋	防秋
防空识别区	防空識別区
防范	防範
防范体系	防範体系
防范得宜	防範得宜
防范意识	防範意識
防范控制	防範控制
防范措施	防範措施
防范未然	防範未然
防身术	防身術
防锁死煞车系统	防鎖死煞車系統
防锈	防鏽
防雨布	防雨布
阳历	陽暦
阳历年	陽暦年
阳台	陽台
阳台云雨	陽台雲雨
阳台春梦	陽台春夢
阳春面	陽春麺
阳曲	陽曲
阳曲县	陽曲県
阳极	陽極
阳极射线	陽極射線
阳极板	陽極板
阳极泥	陽極泥
阳电极	陽電極
阳秋	陽秋
阳虚发热	陽虚発熱
阳谷	陽穀
阳谷县	陽穀県
阳谷穴	陽穀穴
阳面	陽面
阴丹布	陰丹布
阴云	陰雲
阴占	陰占
阴历	陰暦
阴历年	陰暦年
阴山背后	陰山背後
阴干	陰乾
阴恶	陰悪
阴暗	陰暗
阴暗处	陰暗処
阴暗面	陰暗面
阴极	陰極
阴极射线	陰極射線
阴极管	陰極管
阴核	陰核
阴沈	陰沈
阴沈沈	陰沈沈
阴沟里翻船	陰溝裏翻船
阴离子界面活性剂	陰離子界面活性剤
阴胜则寒	陰勝則寒
阴虚发热	陰虚発熱
阴郁	陰鬱
阴阳历	陰陽暦
阴阳合历	陰陽合暦
阴阴暗暗	陰陰暗暗
阴阴沈沈	陰陰沈沈
阴雕	陰雕
阴面	陰面
阵云	陣雲
阵发性	陣発性
阵线党	陣線党
阵面上	陣面上
阶梯计价	階梯計価
阶级斗争	階級闘争
阻于	阻於
阻修	阻修
阻挡不了	阻擋不了
阻止不了	阻止不了
阿云	阿雲
阿什克隆	阿什克隆
阿仙药	阿仙薬
阿信曲	阿信曲
阿修罗	阿修羅
阿修罗道	阿修羅道
阿克伦	阿克倫
阿克伦河	阿克倫河
阿克塞县	阿克塞県
阿克塞哈萨克族自治县	阿克塞哈薩克族自治県
阿克拉	阿克拉
阿克苏	阿克蘇
阿克苏地区	阿克蘇地区
阿克苏市	阿克蘇市
阿克苏河	阿克蘇河
阿克赛钦	阿克賽欽
阿克达	阿克達
阿克陶	阿克陶
阿克陶县	阿克陶県
阿党	阿党
阿兹海默氏症	阿茲海黙氏症
阿兹海默症	阿茲海黙症
阿兹海默症病患	阿茲海黙症病患
阿列克西斯	阿列克西斯
阿利托	阿利托
阿加莎克里斯蒂	阿加莎克里斯蒂
阿卜杜拉	阿卜杜拉
阿卡提里	阿卡提里
阿历山大	阿歴山大
阿叶德	阿葉徳
阿合奇	阿合奇
阿合奇县	阿合奇県
阿咸	阿咸
阿奇里斯	阿奇里斯
阿娘	阿嬢
阿尔发粒子	阿爾発粒子
阿尔梅里亚	阿爾梅里亜
阿尔汉格尔斯克州	阿爾漢格爾斯克州
阿尔茨海默氏症	阿爾茨海黙氏症
阿尔茨海默症	阿爾茨海黙症
阿布	阿布
阿布加	阿布加
阿布叔醇	阿布叔醇
阿布哈兹	阿布哈茲
阿布尔	阿布爾
阿布扎比	阿布扎比
阿布扎比市	阿布扎比市
阿布杜拉	阿布杜拉
阿布杜拉曼	阿布杜拉曼
阿布沙伊夫	阿布沙伊夫
阿布沙耶夫	阿布沙耶夫
阿布瑞	阿布瑞
阿布瑞尤	阿布瑞尤
阿布贝卡	阿布貝卡
阿布贾	阿布賈
阿布贾里布	阿布賈里布
阿布达	阿布達
阿布达比	阿布達比
阿布雷尤	阿布雷尤
阿弥陀佛	阿弥陀仏
阿弥陀如来	阿弥陀如来
阿弥陀经	阿弥陀経
阿志	阿志
阿意曲从	阿意曲従
阿扎伦卡	阿紮倫卡
阿扎尼亚	阿扎尼亜
阿托品	阿托品
阿拉伯共同市场	阿拉伯共同市場
阿拉伯联合大公国	阿拉伯連合大公国
阿拉伯联合酋长国	阿拉伯連合酋長国
阿拉克	阿拉克
阿拉干山脉	阿拉乾山脈
阿斗	阿斗
阿斯图里亚斯	阿斯図里亜斯
阿旺曲培	阿旺曲培
阿旺曲沛	阿旺曲沛
阿曼苏丹国	阿曼蘇丹国
阿朱	阿朱
阿杰	阿杰
阿松森岛	阿松森島
阿柏克兹亚	阿柏克茲亜
阿森松岛	阿森松島
阿波罗计划	阿波羅計劃
阿滋海默症	阿滋海黙症
阿瓦里德	阿瓦里徳
阿秋	阿秋
阿米巴原虫	阿米巴原虫
阿米纳达布	阿米納達布
阿耳忒弥斯	阿耳忒弥斯
阿胡斯	阿胡斯
阿芝特克人	阿芝特剋人
阿芝特克语	阿芝特剋語
阿苏	阿蘇
阿苏山	阿蘇山
阿苏火山	阿蘇火山
阿蒙	阿蒙
阿谀苟合	阿諛苟合
阿贾克斯	阿賈克斯
阿赫蒂萨里	阿赫蒂薩裏
阿里	阿里
阿里亚斯	阿里亜斯
阿里地区	阿里地区
阿里山	阿里山
阿里山之歌	阿里山之歌
阿里山乡	阿里山郷
阿里山区	阿里山区
阿里山山脉	阿里山山脈
阿里巴巴	阿里巴巴
阿里巴巴与四十大盗	阿里巴巴与四十大盗
阿里斯托芬	阿里斯托芬
阿里斯托芳	阿里斯託芳
阿里曼	阿里曼
阿里桑那	阿里桑那
阿里郎	阿里郎
附了	附了
附于	附於
附会假借	附会仮借
附加价值	附加価值
附合	附合
附录	附録
附注	附註
附膻逐秽	附膻逐穢
附膻逐腥	附膻逐腥
附膻逐臭	附膻逐臭
附致语	附致語
附表	附表
附面层	附面層
际会风云	際会風雲
陆丰	陸豊
陆丰市	陸豊市
陆云	陸雲
陆云浩	陸雲浩
陆克文	陸克文
陆均松	陸均松
陆征祥	陸徴祥
陆梁	陸梁
陆游	陸游
陆讋水栗	陸讋水慄
陆龟蒙	陸亀蒙
陇种	隴種
陈万松	陳万松
陈万立	陳万立
陈三五娘	陳三五娘
陈世杰	陳世杰
陈义丰	陳義豊
陈云	陳雲
陈云林	陳雲林
陈云程	陳雲程
陈俊杰	陳俊傑
陈克帆	陳克帆
陈冲	陳沖
陈列台	陳列台
陈升	陳昇
陈同海	陳同海
陈后主	陳後主
陈嘉爵沈培智	陳嘉爵沈培智
陈尸	陳屍
陈尹杰	陳尹杰
陈布雷	陳布雷
陈希同	陳希同
陈幸	陳幸
陈幸妤	陳幸妤
陈幸嫚	陳倖嫚
陈建志	陳建志
陈志伟	陳志偉
陈志勇	陳志勇
陈志声	陳志声
陈志强	陳志強
陈志忠	陳志忠
陈志明	陳志明
陈志玮	陳志瑋
陈志维	陳志維
陈志诚	陳志誠
陈志豪	陳志豪
陈志远	陳志遠
陈志鸿	陳志鴻
陈情表	陳情表
陈木胜	陳木勝
陈杰	陳杰
陈永丰	陳永豊
陈汉升	陳漢昇
陈瀛钟	陳瀛鐘
陈炼	陳錬
陈秋婷	陳秋婷
陈秋扬	陳秋揚
陈秋火	陳秋火
陈胜	陳勝
陈胜在	陳勝在
陈胜宏	陳勝宏
陈胜福	陳勝福
陈致中	陳致中
陈致远	陳致遠
陈荣杰	陳栄傑
陈谷子烂芝麻	陳穀子爛芝麻
陈郁秀	陳郁秀
陈隆志	陳隆志
陈面谟	陳面謨
陈鼎击钟	陳鼎撃鐘
降了	降了
降于	降於
降价	降価
降价出售	降価出售
降价求售	降価求售
降升调	降升調
降压药	降圧薬
降噪	降噪
降回	降回
降回到	降回到
降回去	降回去
降回来	降回来
降志辱身	降志辱身
降血压药	降血圧薬
降血脂药	降血脂薬
降表	降表
限于	限於
限价	限価
限制	限制
限制住	限制住
限制住居	限制住居
限制器	限制器
限制式	限制式
限制性	限制性
限制是	限制是
限制类	限制類
限制级	限制級
限制词	限制詞
限制选举	限制選挙
限制酶	限制酶
限制酶图谱	限制酶図譜
限尽	限尽
陕西师范大学	陝西師範大学
陕飞集团	陝飛集団
陡然升高	陡然升高
院子里	院子裏
院系	院系
院里	院裏
除不尽	除不尽
除了	除了
除奸	除奸
除恶	除悪
除恶务尽	除悪務尽
除恶务本	除悪務本
除恶扶善	除悪扶善
除旧布新	除旧佈新
除臭药	除臭薬
除虫剂	除虫剤
除虫菊	除虫菊
陨获	隕穫
险恶	険悪
险症	険症
险胜	険勝
陪了	陪了
陪出	陪出
陪吊	陪弔
陪同	陪同
陪同到	陪同到
陪审制	陪審制
陪审制度	陪審制度
陪审团	陪審団
陵云	陵雲
陵土未干	陵土未乾
陵折	陵折
陵谷	陵谷
陶制	陶製
陶土制品	陶土製品
陶庵梦忆	陶庵夢憶
陶朱公	陶朱公
陶板屋	陶板屋
陶菲克	陶菲克
陷之死地而后生	陥之死地而後生
陷于	陥於
陷入困境	陥入困境
隆乳手术	隆乳手術
隆冬	隆冬
隆准	隆準
隆准许	隆准許
隆回	隆回
隆回县	隆回県
隆极	隆極
隆河谷地	隆河谷地
随之而后	随之而後
随于	随於
随口胡诌	随口胡謅
随同	随同
随后	随後
随后就到	随後就到
随后就去	随後就去
随后就来	随後就来
随心所欲	随心所欲
随想曲	随想曲
随才器使	随才器使
随时制宜	随時制宜
隐于	隠於
隐修士	隠修士
隐修院	隠修院
隐几	隠几
隐占	隠佔
隐名合伙	隠名合夥
隐形涂料	隠形塗料
隐恶扬善	隠悪揚善
隐暗	隠暗
隐睪症	隠睪症
隐翅虫	隠翅虫
隐身术	隠身術
隔了	隔了
隔出	隔出
隔出来	隔出来
隔别	隔別
隔向	隔向
隔周	隔週
隔山观虎斗	隔山観虎闘
隔年的皇历	隔年的皇暦
隔年皇历	隔年皇暦
隔房同辈	隔房同輩
隔断板	隔断板
隔板	隔板
隔热板	隔熱板
隔舱板	隔艙板
隔音板	隔音板
隧道尽头的光亮	隧道尽頭的光亮
隧道症	隧道症
隶仆	隸僕
隶属于	隸属於
难了	難了
难于	難於
难于上天	難於上天
难于接近	難於接近
难于登天	難於登天
难以出口	難以出口
难住了	難住了
难偿所愿	難償所願
难出	難出
难出手心	難出手心
难分难舍	難分難捨
难割难舍	難割難捨
难咽	難嚥
难容于	難容於
难当	難当
难当重任	難当重任
难得糊涂	難得糊塗
难挨	難捱
难控制	難控制
难施面目	難施面目
难易适中	難易適中
难舍	難捨
难舍难分	難捨難分
难舍难离	難捨難離
难荫	難廕
雀噪	雀噪
雁荡	雁蕩
雁荡山	雁蕩山
雄师百万	雄師百万
雄心万丈	雄心万丈
雄心壮志	雄心壮志
雄才	雄才
雄才大略	雄才大略
雄据一方	雄拠一方
雄斗斗	雄斗斗
雄胜	雄勝
雅人深致	雅人深致
雅克	雅克
雅克萨	雅克薩
雅库次克	雅庫次克
雅游	雅游
雅筑	雅筑
雅致	雅緻
雅舍	雅舎
雅范	雅範
雅鲁藏布	雅魯蔵布
雅鲁藏布大峡谷	雅魯蔵布大峡谷
雅鲁藏布江	雅魯蔵布江
集中托运	集中托運
集了	集了
集于	集於
集于一身	集於一身
集会游行法	集会遊行法
集体强奸	集体強姦
集合	集合
集合令	集合令
集合体	集合体
集合到	集合到
集合号	集合号
集合名词	集合名詞
集合地点	集合地点
集合式	集合式
集合时间	集合時間
集合点	集合点
集合论	集合論
集合起来	集合起来
集团	集団
集团主义	集団主義
集团军	集団軍
集团案	集団案
集团结婚	集団結婚
集团股	集団股
集录	集録
集注	集註
集游法	集遊法
集电极	集電極
集训团	集訓団
集资合建	集資合建
雇主	僱主
雇于	僱於
雇人	僱人
雇佣	僱傭
雇农	僱農
雇到	僱到
雇员	僱員
雇工	僱工
雇用	僱用
雌核	雌核
雌雄同体	雌雄同体
雌雄同体人	雌雄同体人
雌雄同株	雌雄同株
雍容闲雅	雍容閒雅
雕丧	雕喪
雕丽	雕麗
雕云	雕雲
雕像	雕像
雕具座	鵰具座
雕出	雕出
雕凿	雕鑿
雕刻	雕刻
雕刻出	雕刻出
雕刻刀	雕刻刀
雕刻匠	雕刻匠
雕刻品	雕刻品
雕刻家	雕刻家
雕刻师	雕刻師
雕刻术	雕刻術
雕刻画	雕刻画
雕励	雕励
雕啄	雕啄
雕塑	雕塑
雕塑品	雕塑品
雕塑家	雕塑家
雕墙	雕牆
雕工	雕工
雕弓	雕弓
雕心雁爪	鵰心雁爪
雕悍	鵰悍
雕戈	雕戈
雕成	雕成
雕敝	雕敝
雕板	雕板
雕栏	雕欄
雕梁	雕樑
雕梁画柱	雕樑画柱
雕梁画栋	雕樑画棟
雕楹碧槛	雕楹碧檻
雕残	雕残
雕漆	雕漆
雕版	雕版
雕版印刷	雕版印刷
雕琢	雕琢
雕瑑	雕瑑
雕砌	雕砌
雕空	雕空
雕章缋句	雕章繢句
雕章镂句	雕章鏤句
雕簇	雕簇
雕绘	雕絵
雕翎	鵰翎
雕翎扇	鵰翎扇
雕肝琢肾	雕肝琢腎
雕肝琢膂	雕肝琢膂
雕肝镂肾	雕肝鏤腎
雕胡米	雕胡米
雕色	雕色
雕花	雕花
雕花漆彩	雕花漆彩
雕虫	雕虫
雕虫小技	雕虫小技
雕虫小艺	雕虫小芸
雕虫篆	雕虫篆
雕虫篆刻	雕虫篆刻
雕蚶镂蛤	雕蚶鏤蛤
雕谢	雕謝
雕镂	雕鏤
雕镌	雕鐫
雕零	雕零
雕青	雕青
雕题	雕題
雕飕	雕颼
雕饰	雕飾
雕饰品	雕飾品
